v107 (Control) - v110 (Control): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 80.95%, Channel 19: 0.00%
v107 (Control) - v227 (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 80.65%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 84.93%, Channel 11: 0.00%, Channel 12: 91.49%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v107 (Control) - v231 (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 83.93%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v107 (Control) - v234 (ADHD): Channel 1: 88.64%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 85.57%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 91.76%, Channel 8: 0.00%, Channel 9: 96.67%, Channel 10: 0.00%, Channel 11: 86.67%, Channel 12: 90.62%, Channel 13: 84.85%, Channel 14: 0.00%, Channel 15: 92.71%, Channel 16: 90.24%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 87.50%
v107 (Control) - v244 (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 78.57%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v107 (Control) - v270 (ADHD): Channel 1: 83.78%, Channel 2: 0.00%, Channel 3: 93.10%, Channel 4: 88.64%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 91.18%, Channel 13: 0.00%, Channel 14: 80.85%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v107 (Control) - v279 (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 88.24%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v107 (Control) - v27p (ADHD): Channel 1: 84.21%, Channel 2: 90.91%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 92.86%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 94.12%, Channel 13: 93.94%, Channel 14: 0.00%, Channel 15: 93.59%, Channel 16: 92.68%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v107 (Control) - v288 (ADHD): Channel 1: 0.00%, Channel 2: 87.88%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v107 (Control) - v28p (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 86.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v107 (Control) - v298 (Control): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 88.64%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v107 (Control) - v299 (Control): Channel 1: 0.00%, Channel 2: 90.62%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 82.93%, Channel 12: 91.18%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v107 (Control) - v29p (ADHD): Channel 1: 84.21%, Channel 2: 88.64%, Channel 3: 92.68%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 86.67%, Channel 11: 0.00%, Channel 12: 91.11%, Channel 13: 93.55%, Channel 14: 80.49%, Channel 15: 94.83%, Channel 16: 0.00%, Channel 17: 88.00%, Channel 18: 0.00%, Channel 19: 0.00%
v107 (Control) - v300 (Control): Channel 1: 84.44%, Channel 2: 89.19%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 87.50%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 82.35%, Channel 12: 91.18%, Channel 13: 0.00%, Channel 14: 80.49%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 93.94%
v107 (Control) - v305 (Control): Channel 1: 87.10%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 76.92%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 83.78%, Channel 19: 0.00%
v107 (Control) - v307 (Control): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 89.36%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v107 (Control) - v309 (Control): Channel 1: 86.00%, Channel 2: 90.91%, Channel 3: 93.88%, Channel 4: 86.27%, Channel 5: 0.00%, Channel 6: 77.14%, Channel 7: 0.00%, Channel 8: 82.98%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 84.00%, Channel 12: 89.71%, Channel 13: 86.67%, Channel 14: 0.00%, Channel 15: 100.00%, Channel 16: 0.00%, Channel 17: 88.46%, Channel 18: 88.24%, Channel 19: 0.00%
v107 (Control) - v30p (ADHD): Channel 1: 0.00%, Channel 2: 89.47%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v107 (Control) - v32p (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 90.62%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v107 (Control) - v33p (ADHD): Channel 1: 87.10%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 90.62%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v107 (Control) - v38p (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 95.56%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 84.00%, Channel 12: 0.00%, Channel 13: 87.88%, Channel 14: 0.00%, Channel 15: 96.77%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 87.80%
v107 (Control) - v3p (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 93.65%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v107 (Control) - v40p (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 82.35%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v107 (Control) - v54p (Control): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 90.91%
v107 (Control) - v57p (Control): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 73.02%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v108 (Control) - v10p (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 66.67%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v108 (Control) - v116 (Control): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 91.18%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v108 (Control) - v117 (Control): Channel 1: 91.53%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 83.33%, Channel 10: 0.00%, Channel 11: 100.00%, Channel 12: 90.00%, Channel 13: 79.41%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 84.48%, Channel 18: 0.00%, Channel 19: 0.00%
v108 (Control) - v149 (Control): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 80.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v108 (Control) - v151 (Control): Channel 1: 0.00%, Channel 2: 86.49%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 83.33%, Channel 10: 88.89%, Channel 11: 96.97%, Channel 12: 94.87%, Channel 13: 85.29%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 90.91%, Channel 18: 0.00%, Channel 19: 75.00%
v108 (Control) - v177 (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 77.42%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v108 (Control) - v181 (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 73.81%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v108 (Control) - v18p (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 91.80%, Channel 8: 0.00%, Channel 9: 82.86%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 91.18%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 80.00%
v108 (Control) - v19p (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 100.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v108 (Control) - v204 (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 92.86%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v108 (Control) - v209 (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 88.37%, Channel 11: 96.55%, Channel 12: 94.87%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 97.87%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v108 (Control) - v20p (ADHD): Channel 1: 91.43%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 92.50%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v108 (Control) - v215 (ADHD): Channel 1: 93.65%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 81.82%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v108 (Control) - v227 (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 90.48%, Channel 11: 0.00%, Channel 12: 96.43%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 100.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v108 (Control) - v231 (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 75.86%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 94.87%, Channel 13: 0.00%, Channel 14: 94.12%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v108 (Control) - v234 (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 92.86%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 84.21%, Channel 10: 0.00%, Channel 11: 90.62%, Channel 12: 94.87%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 95.74%, Channel 16: 100.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v108 (Control) - v254 (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 73.33%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v108 (Control) - v270 (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 97.06%, Channel 7: 89.13%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 0.00%, Channel 12: 94.87%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 97.26%, Channel 17: 0.00%, Channel 18: 87.10%, Channel 19: 0.00%
v108 (Control) - v27p (ADHD): Channel 1: 91.23%, Channel 2: 88.57%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 90.00%, Channel 11: 0.00%, Channel 12: 92.86%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 97.47%, Channel 16: 100.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v108 (Control) - v288 (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 94.12%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 96.97%, Channel 12: 94.87%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
v108 (Control) - v28p (ADHD): Channel 1: 0.00%, Channel 2: 0.00%, Channel 3: 0.00%, Channel 4: 0.00%, Channel 5: 0.00%, Channel 6: 0.00%, Channel 7: 0.00%, Channel 8: 0.00%, Channel 9: 0.00%, Channel 10: 0.00%, Channel 11: 93.55%, Channel 12: 0.00%, Channel 13: 0.00%, Channel 14: 0.00%, Channel 15: 0.00%, Channel 16: 0.00%, Channel 17: 0.00%, Channel 18: 0.00%, Channel 19: 0.00%
